-5,3,-3.656716418,3,-2.313432836,3
-5,3,-3.656716418,3,-2.313432836,3
-5,3,-3.656716418,3,-2.313432836,3
-5,3,-3.656716418,3,-2.313432836,3
-5,3,-3.656716418,3,-2.313432836,3
-5,3,-3.656716418,3,-2.313432836,3
-5,3,-3.656716418,3,-2.313432836,3
-5,3,-3.656716418,3,-2.313432836,3
-5,2.58974359,-3.619402985,2.58974359,-2.313432836,2.58974359
-5,2.051282051,-3.320895522,2.256410256,-2.313432836,2.051282051
-4.962686567,1.41025641,-3.097014925,1.794871795,-2.313432836,1.41025641
-4.701492537,0.923076923,-2.910447761,1.205128205,-2.313432836,0.717948718
-4.141791045,0.538461538,-2.798507463,0.538461538,-2.313432836,-0.051282051
-3.507462687,0.153846154,-2.611940299,-0.153846154,-2.313432836,-0.846153846
-2.947761194,-0.282051282,-2.164179104,-0.666666667,-1.97761194,-1.435897436
-2.5,-0.820512821,-1.492537313,-1.051282051,-1.380597015,-1.897435897
-1.828358209,-1.230769231,-0.970149254,-1.564102564,-0.597014925,-2.230769231
-1.082089552,-1.58974359,-0.26119403,-1.974358974,0.298507463,-2.487179487
-0.149253731,-1.846153846,0.597014925,-2.256410256,1.343283582,-2.692307692
0.858208955,-2.051282051,1.604477612,-2.487179487,2.425373134,-2.820512821
1.97761194,-2.205128205,2.686567164,-2.641025641,3.582089552,-2.923076923
3.134328358,-2.307692308,3.805970149,-2.769230769,4.776119403,-3
4.365671642,-2.384615385,5,-2.871794872,4.776119403,-3
