-49.068,-48.652,-47.963,-47.696,-48.8,-49.105,-48.398,-46.951,-46,-48.312,-49.572,-48.179,-47.333,-47.12,-47.869,-50.4,-48.031,-46.353,-45.796,-46.98,-49.333,-48.664,-47.403,-47.619,-49.459,-51.992,-49.2,-47.72,-46.8,-47.2,-49.6,-46.571,-46.152,-46.706,-50.023,-51.632,-49.829,-49.033,-48.419,-50.31,-49.891,-47.857,-45.921,-46.733,-51.933,-56.694,-50.819,-45.556,-47.956,-49.407,-48.333,-47.043,-46.609,-48.181,-50.422,-49.8,-49.241,-51.431,-51.261,-51.091,-50.921,-50.75,-50.58,-50.409,-50.239,-51.517,-47.517,-44.748,-45.429,-47,-49,-49.549,-46.064,-48.765,-49.696,-48.656,-47.616,-50.3,-46.736,-44.114,-45.178
-49.429,-48.402,-47.727,-47.278,-48.556,-49.8,-48.2,-47,-46,-48,-49.36,-48.515,-47.823,-47.12,-47.52,-50.15,-47.833,-47.111,-47.111,-47.069,-49.333,-47.964,-47.262,-47.462,-49.492,-51.438,-50.946,-48.648,-47.104,-47.2,-49.6,-48.96,-47.331,-46.525,-50.5,-51.587,-50,-47.228,-48.222,-50.487,-49.564,-47.85,-46,-50.741,-55.806,-56.333,-52.833,-45.289,-47.889,-49.407,-48.531,-49.306,-46.875,-46.951,-49.156,-49.389,-48.276,-51.437,-51.299,-51.162,-51.025,-50.324,-49.197,-48.07,-48.317,-51.517,-47.517,-43.976,-44.6,-51,-52.18,-49.141,-46.103,-45.475,-44.965,-44.482,-44,-49.6,-45.875,-43.857,-43.993
-49.455,-48.4,-47.505,-46.889,-48.389,-49.8,-48.2,-47,-46,-48,-49.486,-48.894,-47.84,-47.12,-47.511,-50,-49.167,-47.19,-45.796,-46.95,-48.889,-48.531,-47.804,-47.462,-49.492,-51.125,-51.102,-49.189,-47.521,-48.4,-49.2,-46.92,-46.16,-47.75,-50.468,-51.403,-50.429,-47.5,-47.316,-49.646,-49.582,-47.914,-47.032,-46.528,-52.244,-52.867,-47.005,-44.889,-47.689,-49.407,-48.79,-46.645,-46.136,-46.951,-48.969,-49.189,-47.844,-50.611,-47.611,-46.61,-45.726,-44.843,-43.959,-45.117,-48.317,-51.517,-50.046,-50.49,-50.023,-50.428,-52.097,-48.763,-45.43,-44.774,-44.316,-43.899,-43.5,-48.54,-45.62,-43.711,-43.826
-49.444,-48.778,-47.889,-46.889,-47.889,-49.2,-47.667,-46.667,-46,-48,-49.478,-48.87,-47.867,-47.111,-47.511,-50,-47.833,-46.467,-45.5,-46.95,-48.889,-47.6,-47.262,-47.305,-48.645,-50.5,-49.184,-48.746,-48.2,-49.123,-49.2,-46.92,-46.462,-47.9,-50.617,-51.156,-49.75,-46.833,-46.75,-49.273,-49.727,-48,-46.065,-46.561,-52.244,-52.244,-46.489,-44.889,-47.289,-49.037,-49.909,-49.582,-49.333,-49.111,-49.556,-48.944,-47.427,-49.956,-47.316,-46.941,-48.018,-46.89,-44.09,-44.29,-47.49,-50.69,-46.917,-43.388,-44.517,-50.379,-52.161,-48.828,-45.052,-43.292,-43.193,-43.526,-43,-47.8,-45.486,-46.071,-43.493
-49.301,-48.822,-47.889,-46.889,-47.889,-48.8,-47.533,-46.831,-47.231,-48,-49.556,-48.472,-47.389,-46.75,-47.067,-48.8,-47.533,-46.467,-45.5,-46.95,-47.422,-47.542,-47.254,-47.25,-47.95,-47.75,-47.581,-47.36,-47.158,-47.089,-46.889,-46.689,-45.99,-47.957,-50.614,-50.985,-49.5,-46.833,-46.75,-49.045,-49.455,-48,-46,-50.277,-56.215,-54.111,-46.889,-44.889,-46.222,-48.107,-49.655,-49.582,-47.4,-47.5,-49.361,-48.589,-47.027,-49.802,-49.442,-49.081,-48.305,-46.741,-44.09,-44.093,-47.004,-50.089,-46.72,-43.376,-43.717,-48.117,-50.707,-48.517,-44.517,-42.515,-42.51,-42.505,-42.5,-46.252,-45.352,-43,-46.454
-49.1,-48.513,-47.689,-46.889,-47.889,-48.8,-47.533,-46.667,-46,-47.6,-49.125,-48.472,-47.278,-46.667,-47.067,-48.756,-47.605,-46.484,-45.5,-46.739,-48.2,-47.855,-47.306,-47.25,-48.417,-48.233,-47.647,-47.309,-47.444,-47.289,-48.889,-46.722,-45.644,-47.056,-49.808,-49.933,-47.5,-46.167,-46.75,-48.864,-49.264,-48,-46,-51.98,-54.242,-54.041,-46.933,-45.333,-46.694,-48.471,-48.333,-46.133,-45.822,-46.233,-47.896,-48.208,-46.944,-49.261,-47.22,-46.389,-45.559,-44.728,-43.897,-44.093,-43.893,-43.483,-43.283,-43.083,-43.517,-47.567,-50.043,-47.917,-44.317,-42.515,-42.51,-42.505,-42.5,-46.9,-45,-42.834,-42.476
-48.8,-48.4,-47.6,-47.184,-47.918,-48.476,-47.444,-46.667,-46,-47.5,-48.674,-48.278,-47.278,-46.648,-46.981,-48.073,-47.805,-46.66,-45.5,-46.66,-48.028,-47.944,-47.306,-47.244,-48.379,-50.083,-48.25,-47.339,-47.043,-47.289,-48.889,-47.889,-45.644,-47.077,-49.692,-50,-48,-46.167,-46.3,-48,-49.173,-48,-46,-50.093,-54.857,-52.69,-47.111,-47.111,-47.111,-47.844,-47.278,-45.2,-44.4,-44.825,-47.611,-48.111,-46.944,-48.699,-47.213,-45.42,-43.42,-41.784,-42.388,-43.538,-43.338,-43.138,-42.938,-42.727,-43.345,-47.345,-50.251,-47.509,-44.317,-42.515,-42.51,-42.505,-42.5,-45.833,-44.2,-42.8,-42.171
-48.679,-48.56,-47.625,-47.2,-48,-48.485,-47.422,-46.389,-46,-47.2,-48.583,-48.25,-47.056,-46.655,-47.032,-47.617,-47.5,-46.211,-45.444,-46.644,-47.544,-47,-46.775,-46.72,-47.601,-49.295,-48.83,-46.722,-46.384,-47.111,-48.889,-46.111,-45.111,-47.289,-49.972,-50.34,-48.575,-46.189,-46.34,-47.674,-48.25,-46.25,-45.5,-44.64,-47.063,-51.724,-46.479,-44.879,-45.361,-47.056,-47.586,-45,-43.626,-44.825,-47.429,-48,-46.861,-48.324,-47.088,-45.579,-43.579,-41.808,-42.658,-43.536,-43.314,-43.092,-42.87,-42.517,-42.8,-44.507,-45.68,-43.97,-43.31,-43.664,-43.276,-42.888,-42.5,-45.1,-42.625,-42,-43.5
-48.343,-47.857,-47.556,-46.889,-47.31,-48,-47.231,-46.033,-46.5,-46.5,-47.426,-47.083,-46.583,-46.591,-46.759,-47.082,-46.975,-45.944,-45.778,-46.463,-47.244,-47,-46.154,-47.071,-48.035,-49,-47.89,-46.6,-46.376,-47.2,-48,-47,-44.8,-46.16,-48.467,-49.095,-47.036,-45.812,-45.867,-46.315,-46.111,-45.326,-44.246,-49.4,-49.886,-47.444,-46.244,-46.068,-45.742,-45.806,-46.232,-44.777,-43.5,-44.438,-45.446,-45.439,-45.056,-45.793,-45.024,-44.842,-42.842,-41.822,-42.901,-43.848,-44.291,-42.977,-41.977,-40.69,-42.952,-45.31,-42.828,-41.078,-39.351,-39.276,-39.201,-39.127,-39,-42.07,-39.686,-39.25,-39.828
-47.668,-47.49,-47.239,-46.889,-47.265,-48,-47,-46.178,-46,-46.08,-46.8,-47.2,-47,-46.78,-47,-47,-46.2,-45.644,-45.864,-46.698,-47.449,-46.332,-46.067,-46.548,-47.422,-48.512,-47.349,-46.4,-46.4,-47.2,-48,-45.773,-44.641,-45.728,-46.3,-46.375,-45.5,-45.5,-45.602,-46.111,-45.611,-44.571,-45.147,-48.755,-49.735,-46.746,-45.271,-45.629,-47.057,-48.203,-45.778,-44.804,-44.118,-44.3,-44.795,-44.533,-43.5,-45.5,-45.531,-44.818,-41.811,-40.257,-41.857,-42.764,-43.444,-43.136,-41.852,-40.728,-41.028,-42.228,-41.885,-40.328,-38.936,-38.861,-38.786,-38.712,-38.603,-40.2,-39.229,-38.292,-39.917
-47.4,-47.433,-47.444,-47.565,-48,-47.73,-46.689,-46.094,-46.4,-46.8,-46.8,-47.2,-47.011,-46.745,-46.971,-46.815,-46.138,-45.796,-45.844,-46.66,-47.5,-46.3,-46,-46.4,-47.313,-48.563,-47.386,-46.4,-46.4,-47.2,-47.515,-45.516,-44.636,-44.636,-45.033,-45.503,-45.5,-45.5,-45.757,-46.111,-45.593,-44.88,-43.8,-45.033,-45.984,-46.185,-45.271,-45.629,-47.057,-47.444,-45.891,-45.17,-44.234,-44.3,-44.795,-44.299,-43.3,-45.46,-45.531,-44.906,-41.811,-40.257,-41.857,-42.764,-43.287,-43.101,-41.852,-40.731,-40.808,-40.975,-40.248,-39.52,-38.814,-38.75,-38.659,-38.568,-38.773,-39.867,-39.086,-39.215,-39.984
-47.444,-47.444,-47.444,-47.352,-47.07,-46.802,-46.534,-46.2,-46.08,-46.697,-46.8,-46.655,-46.267,-46.541,-46.641,-46.844,-46,-45.611,-45.722,-46.66,-47.5,-46.3,-46,-46.44,-47.359,-48.053,-47.645,-46.6,-46,-46.182,-46.909,-46.909,-44.636,-44.745,-45.123,-45.571,-45.537,-45.517,-45.867,-46.111,-45.594,-44.95,-43.929,-44.606,-46,-46.08,-45.227,-46.178,-48.222,-47.067,-45.875,-45.125,-44.375,-44.25,-44.75,-44.349,-43,-45.441,-44.875,-43.52,-41.896,-39.702,-40.18,-41.04,-42.64,-43.181,-42.134,-41.103,-40.238,-39.793,-39.349,-38.935,-38.788,-39.421,-39.07,-38.744,-38.773,-39.867,-39.086,-39.908,-41.42
-47.444,-47.444,-47.444,-47.565,-48,-47.545,-46.794,-46.85,-46.453,-46.444,-46.8,-46.2,-46.267,-46.741,-47,-46.667,-46.114,-45.889,-45.889,-46.488,-47.286,-46.6,-46.036,-46.472,-47.389,-48.6,-47.76,-46.6,-46,-46.182,-46.909,-44.636,-44.636,-44.745,-45.133,-45.588,-45.593,-45.815,-46.037,-46.111,-45.284,-44.782,-43.8,-44.557,-45.697,-45.689,-45.209,-45.91,-47.63,-45.813,-45.857,-45.571,-44.9,-44.5,-44.75,-44.333,-43,-45.5,-43.1,-41.916,-41.012,-40.017,-40.049,-41.139,-42.732,-43.048,-42.017,-41.084,-40.822,-42.087,-40.617,-39.147,-38.714,-39.528,-39.185,-38.836,-38.546,-38.962,-39.004,-39.185,-40.355
-47.606,-47.889,-48,-48,-48,-47.6,-47.483,-46.828,-46.491,-46.449,-46.8,-47.2,-47.055,-46.741,-47,-47,-47,-46.607,-46.167,-46.889,-47.333,-46.593,-46,-46.268,-47.333,-48.527,-47.756,-46.763,-46.111,-47.264,-47.691,-47.549,-45.471,-44.733,-45.133,-45.588,-45.593,-45.815,-46.037,-46.111,-45.794,-44.861,-43.778,-44.242,-45.714,-47.684,-49.951,-49.753,-49.555,-47.52,-45.845,-45.509,-45.17,-45.125,-45.062,-44.333,-43,-45,-43,-41.982,-41.291,-40.6,-40.207,-41.117,-42.717,-43.073,-42.103,-41.103,-40.822,-42.8,-41.381,-39.962,-38.714,-39.36,-39.073,-38.787,-38.5,-39.648,-39.136,-39.65,-38.503
-47.598,-47.889,-48,-48,-48,-47.556,-46.821,-46.5,-46.5,-46.9,-46.8,-46.2,-46.25,-46.65,-47,-46.918,-46.59,-46.444,-46.444,-46.889,-47.333,-46.738,-46,-46,-47.1,-48.556,-47.756,-47.514,-47.343,-46.268,-47.812,-48,-46.286,-45.25,-44.979,-45.337,-45.544,-45.515,-45.568,-45.556,-45.053,-44.403,-43.753,-44.384,-45.495,-47.684,-50,-50,-49.892,-47.509,-45.789,-45.5,-45.5,-45.25,-45,-44.333,-43,-45,-43,-41.958,-41.236,-40.527,-39.857,-40.352,-41.456,-42.009,-41.604,-41.051,-40.547,-39.848,-39.448,-39.048,-38.759,-39.36,-39.073,-38.787,-38.5,-39.648,-39.071,-39.75,-38.503
