1.000000000000000000e+01,4.000000000000000000e+01
1.900000000000000000e+01,4.400000000000000000e+01
2.800000000000000000e+01,4.800000000000000000e+01
3.700000000000000000e+01,5.200000000000000000e+01
4.600000000000000000e+01,5.600000000000000000e+01
1.000000000000000000e+01,3.700000000000000000e+01
1.900000000000000000e+01,3.060000000000000142e+01
3.520000000000000284e+01,3.779999999999999716e+01
2.710000000000000142e+01,4.320000000000000284e+01
4.329999999999999716e+01,5.039999999999999858e+01
1.000000000000000000e+01,3.400000000000000000e+01
1.900000000000000000e+01,2.620000000000000284e+01
3.339999999999999858e+01,3.260000000000000142e+01
2.619999999999999929e+01,3.839999999999999858e+01
4.060000000000000142e+01,4.479999999999999716e+01
1.000000000000000000e+01,3.100000000000000000e+01
1.900000000000000000e+01,2.179999999999999716e+01
3.160000000000000142e+01,2.739999999999999858e+01
2.530000000000000071e+01,3.360000000000000142e+01
3.789999999999999858e+01,3.920000000000000284e+01
1.000000000000000000e+01,2.800000000000000000e+01
1.900000000000000000e+01,1.739999999999999858e+01
2.980000000000000071e+01,2.219999999999999929e+01
2.439999999999999858e+01,2.880000000000000071e+01
3.520000000000000284e+01,3.360000000000000142e+01
1.000000000000000000e+01,2.500000000000000000e+01
1.900000000000000000e+01,4.000000000000000000e+00
2.800000000000000000e+01,1.700000000000000000e+01
2.350000000000000000e+01,2.400000000000000000e+01
3.250000000000000000e+01,1.000000000000000000e+01
1.000000000000000000e+01,2.200000000000000000e+01
1.000000000000000000e+01,8.599999999999997868e+00
2.619999999999999929e+01,1.179999999999999716e+01
2.260000000000000142e+01,1.920000000000000284e+01
2.979999999999999716e+01,4.400000000000005684e+00
1.000000000000000000e+01,1.900000000000000000e+01
1.000000000000000000e+00,4.199999999999995737e+00
2.439999999999999858e+01,6.600000000000001421e+00
2.169999999999999929e+01,1.439999999999999858e+01
1.809999999999999787e+01,7.800000000000004263e+00
1.000000000000000000e+01,1.600000000000000000e+01
1.000000000000000000e+00,8.799999999999997158e+00
2.260000000000000142e+01,1.399999999999998579e+00
2.080000000000000071e+01,9.600000000000001421e+00
1.539999999999999858e+01,2.200000000000002842e+00
1.000000000000000000e+01,1.300000000000000000e+01
0.000000000000000000e+00,4.399999999999998579e+00
1.180000000000000071e+01,5.199999999999995737e+00
1.989999999999999858e+01,4.800000000000004263e+00
3.699999999999999289e+00,5.600000000000001421e+00
1.000000000000000000e+01,1.000000000000000000e+01
0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+01,0.000000000000000000e+00
1.900000000000000000e+01,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00
1.930000000000000071e+01,1.350000000000000000e+01
2.100000000000000000e+01,0.000000000000000000e+00
1.389999999999999858e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
4.899999999999998579e+00,0.000000000000000000e+00
2.360000000000000142e+01,1.200000000000000000e+01
2.300000000000000000e+01,0.000000000000000000e+00
1.780000000000000071e+01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
8.800000000000000711e+00,0.000000000000000000e+00
2.789999999999999858e+01,1.050000000000000000e+01
2.500000000000000000e+01,0.000000000000000000e+00
2.169999999999999929e+01,0.000000000000000000e+00
3.699999999999999289e+00,0.000000000000000000e+00
1.269999999999999929e+01,0.000000000000000000e+00
3.220000000000000284e+01,9.000000000000000000e+00
2.700000000000000000e+01,0.000000000000000000e+00
2.560000000000000142e+01,0.000000000000000000e+00
7.600000000000001421e+00,0.000000000000000000e+00
1.660000000000000142e+01,0.000000000000000000e+00
3.650000000000000000e+01,7.500000000000000000e+00
2.900000000000000000e+01,0.000000000000000000e+00
2.950000000000000000e+01,0.000000000000000000e+00
1.150000000000000000e+01,0.000000000000000000e+00
2.050000000000000000e+01,0.000000000000000000e+00
4.079999999999999716e+01,6.000000000000000000e+00
3.100000000000000000e+01,0.000000000000000000e+00
3.339999999999999858e+01,0.000000000000000000e+00
1.539999999999999858e+01,0.000000000000000000e+00
2.439999999999999858e+01,0.000000000000000000e+00
4.509999999999999432e+01,4.500000000000000000e+00
3.300000000000000000e+01,0.000000000000000000e+00
3.729999999999999716e+01,0.000000000000000000e+00
1.929999999999999716e+01,0.000000000000000000e+00
2.829999999999999716e+01,0.000000000000000000e+00
4.939999999999999858e+01,3.000000000000000000e+00
3.500000000000000000e+01,0.000000000000000000e+00
4.120000000000000284e+01,0.000000000000000000e+00
2.320000000000000284e+01,0.000000000000000000e+00
3.220000000000000284e+01,0.000000000000000000e+00
5.369999999999999574e+01,1.500000000000000000e+00
3.700000000000000000e+01,0.000000000000000000e+00
4.510000000000000142e+01,0.000000000000000000e+00
2.710000000000000142e+01,0.000000000000000000e+00
3.610000000000000142e+01,0.000000000000000000e+00
5.800000000000000000e+01,0.000000000000000000e+00
3.900000000000000000e+01,0.000000000000000000e+00
4.900000000000000000e+01,0.000000000000000000e+00
3.100000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+01,0.000000000000000000e+00
3.650000000000000000e+01,1.000000000000000000e+01
2.950000000000000000e+01,2.000000000000000000e+00
5.600000000000000000e+01,1.000000000000000000e+00
4.750000000000000000e+01,2.500000000000000000e+00
2.150000000000000000e+01,5.000000000000000000e-01
3.400000000000000000e+01,1.500000000000000000e+01
3.700000000000000000e+01,4.000000000000000000e+00
5.400000000000000000e+01,2.000000000000000000e+00
4.600000000000000000e+01,5.000000000000000000e+00
3.000000000000000000e+01,1.000000000000000000e+00
3.150000000000000000e+01,2.000000000000000000e+01
3.550000000000000000e+01,6.000000000000000000e+00
5.200000000000000000e+01,3.000000000000000000e+00
4.450000000000000000e+01,7.500000000000000000e+00
2.950000000000000000e+01,1.500000000000000000e+00
2.900000000000000000e+01,2.500000000000000000e+01
4.300000000000000000e+01,8.000000000000000000e+00
5.000000000000000000e+01,4.000000000000000000e+00
5.200000000000000000e+01,1.000000000000000000e+00
2.900000000000000000e+01,2.000000000000000000e+00
2.650000000000000000e+01,3.000000000000000000e+01
4.150000000000000000e+01,1.000000000000000000e+00
4.800000000000000000e+01,5.000000000000000000e+00
5.050000000000000000e+01,3.500000000000000000e+00
2.850000000000000000e+01,2.500000000000000000e+00
2.400000000000000000e+01,3.500000000000000000e+01
4.000000000000000000e+01,3.000000000000000000e+00
4.600000000000000000e+01,6.000000000000000000e+00
4.900000000000000000e+01,6.000000000000000000e+00
2.800000000000000000e+01,3.000000000000000000e+00
2.150000000000000000e+01,4.000000000000000000e+01
4.750000000000000000e+01,5.000000000000000000e+00
4.400000000000000000e+01,7.000000000000000000e+00
4.750000000000000000e+01,1.750000000000000000e+01
4.550000000000000000e+01,3.500000000000000000e+00
1.900000000000000000e+01,4.500000000000000000e+01
4.600000000000000000e+01,7.000000000000000000e+00
4.200000000000000000e+01,8.000000000000000000e+00
4.600000000000000000e+01,2.000000000000000000e+01
4.500000000000000000e+01,4.000000000000000000e+00
1.650000000000000000e+01,5.000000000000000000e+01
4.450000000000000000e+01,9.000000000000000000e+00
4.000000000000000000e+01,9.000000000000000000e+00
4.450000000000000000e+01,2.250000000000000000e+01
5.350000000000000000e+01,4.500000000000000000e+00
1.400000000000000000e+01,5.500000000000000000e+01
4.300000000000000000e+01,1.100000000000000000e+01
3.800000000000000000e+01,1.000000000000000000e+01
4.300000000000000000e+01,2.500000000000000000e+01
5.300000000000000000e+01,5.000000000000000000e+00
3.870000000000000284e+01,1.480000000000000071e+01
1.259999999999999964e+01,5.529999999999999716e+01
4.200000000000000000e+01,1.600000000000000000e+01
3.870000000000000284e+01,2.830000000000000071e+01
4.770000000000000284e+01,1.300000000000000711e+00
3.439999999999999858e+01,1.860000000000000142e+01
1.119999999999999929e+01,5.560000000000000142e+01
4.200000000000000000e+01,1.600000000000000000e+01
3.439999999999999858e+01,3.160000000000000142e+01
4.239999999999999858e+01,6.599999999999999645e+00
3.010000000000000142e+01,2.239999999999999858e+01
9.800000000000000711e+00,5.589999999999999858e+01
4.200000000000000000e+01,1.600000000000000000e+01
3.010000000000000142e+01,3.489999999999999858e+01
3.710000000000000142e+01,1.189999999999999858e+01
2.580000000000000071e+01,2.620000000000000284e+01
8.400000000000000355e+00,5.620000000000000284e+01
4.200000000000000000e+01,1.600000000000000000e+01
2.580000000000000071e+01,3.820000000000000284e+01
3.180000000000000071e+01,1.719999999999999929e+01
2.150000000000000000e+01,3.000000000000000000e+01
7.000000000000000000e+00,5.650000000000000000e+01
4.200000000000000000e+01,1.600000000000000000e+01
2.150000000000000000e+01,4.150000000000000000e+01
2.650000000000000000e+01,2.250000000000000000e+01
1.720000000000000284e+01,3.379999999999999716e+01
5.600000000000001421e+00,5.679999999999999716e+01
4.200000000000000000e+01,1.600000000000000000e+01
1.720000000000000284e+01,4.479999999999999716e+01
2.120000000000000284e+01,1.879999999999999716e+01
1.290000000000000213e+01,3.759999999999999432e+01
4.200000000000001066e+00,5.710000000000000142e+01
4.200000000000000000e+01,1.600000000000000000e+01
1.290000000000000213e+01,4.809999999999999432e+01
1.589999999999999858e+01,2.410000000000000142e+01
8.600000000000001421e+00,3.239999999999999858e+01
2.800000000000000711e+00,4.839999999999999858e+01
4.200000000000000000e+01,1.600000000000000000e+01
8.600000000000001421e+00,5.139999999999999858e+01
1.060000000000000142e+01,2.939999999999999858e+01
4.300000000000004263e+00,3.619999999999999574e+01
1.400000000000000355e+00,4.870000000000000284e+01
4.200000000000000000e+01,1.600000000000000000e+01
4.300000000000004263e+00,5.470000000000000284e+01
5.300000000000004263e+00,2.569999999999999574e+01
0.000000000000000000e+00,4.000000000000000000e+01
0.000000000000000000e+00,4.900000000000000000e+01
4.200000000000000000e+01,1.600000000000000000e+01
0.000000000000000000e+00,5.800000000000000000e+01
0.000000000000000000e+00,3.100000000000000000e+01
5.799999999999999822e+00,5.220000000000000284e+01
5.799999999999999822e+00,3.420000000000000284e+01
4.200000000000000000e+01,1.600000000000000000e+01
5.799999999999999822e+00,2.520000000000000284e+01
5.799999999999999822e+00,4.320000000000000284e+01
1.159999999999999964e+01,4.639999999999999858e+01
1.159999999999999964e+01,2.839999999999999858e+01
4.200000000000000000e+01,1.600000000000000000e+01
1.159999999999999964e+01,1.939999999999999858e+01
1.159999999999999964e+01,3.739999999999999858e+01
1.739999999999999858e+01,4.060000000000000142e+01
1.739999999999999858e+01,2.260000000000000142e+01
4.200000000000000000e+01,1.600000000000000000e+01
1.739999999999999858e+01,1.360000000000000142e+01
1.739999999999999858e+01,3.160000000000000142e+01
2.319999999999999929e+01,3.479999999999999716e+01
2.319999999999999929e+01,1.679999999999999716e+01
4.200000000000000000e+01,1.600000000000000000e+01
2.319999999999999929e+01,7.799999999999997158e+00
2.319999999999999929e+01,2.579999999999999716e+01
2.900000000000000000e+01,2.900000000000000000e+01
2.900000000000000000e+01,1.100000000000000000e+01
4.200000000000000000e+01,1.600000000000000000e+01
2.900000000000000000e+01,2.000000000000000000e+00
2.900000000000000000e+01,2.000000000000000000e+01
