0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.048526368706775713e+01,-1.173064868419482920e+01,-1.380616521645065120e+01,-1.808393428576195561e+01,-2.037207569391002693e+01,-1.076699820070136759e+01,-1.071332625694974183e+01,-1.298032085568606853e+01,-1.224058326725147694e+01,-9.069971482589449963e+00,-1.781543917043030945e+01,-1.759402268516490153e+01,-1.722907628821324622e+01,-1.709972900974715770e+01,-1.718101072474493307e+01,-1.744795130818487294e+01,-1.787558063504527794e+01,-1.843892858030445225e+01,-1.910307925866921153e+01,-1.977915298081020623e+01,-2.044870037896054882e+01,-2.110851454244637893e+01,-2.175538856059382198e+01,-2.238611552272901761e+01,-2.299748851817808415e+01,-2.361931802214256848e+01,-2.477468378755112965e+01,-2.652874961899258821e+01,-2.872874463243039500e+01,-3.122189794382800798e+01,-3.385543866914888156e+01,-3.647650830294166724e+01,-3.894604304703355524e+01,-4.121590593038284567e+01,-4.326486402437969758e+01,-4.507168440041422741e+01,-4.661513412987658711e+01,-4.787398028415695705e+01,-4.882698993464549631e+01,-4.945293015273229287e+01,-4.529142960416660912e+01,-4.646755476557567022e+01,-4.875491840939080390e+01,-4.618008499907945463e+01,-5.028258868505162127e+01,-5.502998943727578052e+01,-4.938455361099010332e+01,-4.296734739188588748e+01,-4.467596281478226672e+01,-4.800333501209755838e+01,-4.852423750135212543e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.684257544068879398e+00,-9.969186728205821524e+00,-3.937726111973173015e+00,-5.533013954024077918e+00,-1.219968168557014110e+01,-1.014453084732797805e+01,-1.125709708121111952e+01,-1.052103724072952140e+01,-1.082177284276987095e+01,-1.162070080808992145e+01,-6.356749104089907121e+00,-9.844144904886007907e+00,-1.545263775000652018e+01,-1.553519643434416153e+01,-1.496747563581487483e+01,-1.420883221639566152e+01,-1.304734194601623898e+01,-1.170716232427300341e+01,-1.024070449865488897e+01,-8.696445082207635124e+00,-7.122860687976942273e+00,-5.568427929008530342e+00,-4.081623418348121923e+00,-2.710923769041436060e+00,-1.504805594134181357e+00,-5.117455066720881796e-01,2.197798802991338674e-01,6.412939537337696283e-01,7.043201005860956210e-01,3.603817078103982441e-01,-4.389978376390486492e-01,-1.742295148807956107e+00,-3.597986838742038174e+00,-6.054549520487024772e+00,-9.160459807088606965e+00,-1.296419431159253222e+01,-1.749743568617656209e+01,-2.273900293068614786e+01,-2.873250307930387493e+01,-3.552959085435762177e+01,-4.343490839549069449e+01,-4.757152374783447613e+01,-4.646039532574484099e+01,-4.838617732489778689e+01,-4.117444129354143456e+01,-4.810562695575485037e+01,-5.124867218906869226e+01,-4.000898472899976355e+01,-4.238937189242864889e+01,-5.370072046831496948e+01,-4.624667763846268542e+01,-4.331535371607293428e+01,-4.248271162982334914e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-4.682427775198100939e+00,-4.110900475824601052e+00,-5.109805789027860534e+00,-2.310602420465754037e+00,-2.692443879511967175e+00,-5.824269584329012872e+00,-9.189912294362084566e+00,-7.098786279699354829e+00,-1.030909872397718630e+01,-9.221794641266681580e+00,-9.370082998814966757e+00,-1.201476560274172556e+01,-1.837300795906732276e+01,-1.604881896869785862e+01,-1.187998717354057199e+01,-1.151608115605588445e+01,-1.037268681736838793e+01,-8.934744758029808054e+00,-6.915179167479112543e+00,-4.464922702035404534e+00,-1.734908018017817799e+00,1.123932228254518551e+00,3.960665380462503826e+00,6.619199525456879840e+00,8.808774528111882773e+00,1.039513159704860179e+01,1.133499164837375517e+01,1.158507559819404875e+01,1.110210436261621325e+01,9.842798857746942076e+00,7.763879999692958833e+00,4.397210138603039553e+00,-1.794185316726669921e+00,-1.011148549034014898e+01,-1.959481242521273003e+01,-2.928428816431974369e+01,-3.794160014954368165e+01,-4.441468526235054526e+01,-4.860071812336315134e+01,-5.043255340245525531e+01,-4.984304576950064813e+01,-4.676504989437303550e+01,-2.918403498339019464e+01,-5.038503275326613817e+01,-4.852001267152770936e+01,-4.765076641289142856e+01,-4.015070999276661468e+01,-4.813626567165425740e+01,-5.050610029442396609e+01,-4.014494881559360806e+01,-4.306895580337351248e+01,-4.663815401952908246e+01,-4.801749792954799290e+01,-4.452004038287811483e+01,-4.115763695531693855e+01,-4.651214532720147332e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-3.541950843708692176e+00,-9.367835464286724090e+00,-3.013118109713869064e+00,-1.011534402425888146e+01,-8.981993864525739113e+00,-8.890256944112641335e+00,-9.426878271443623447e+00,-9.790232653297513465e+00,-1.511515447602948115e+01,-1.015343289070411537e+01,-7.913675041674424371e+00,-1.380949140836750111e+01,-1.221697470535409202e+01,-2.059732021053807571e+01,-1.360147047508993978e+01,-1.041281705134035107e+01,-1.009909518282372964e+01,-9.589562391982179079e+00,-9.286455372702757671e+00,-1.278801203107905238e+01,-1.871933269360895125e+01,-2.552274513141010459e+01,-3.299673731056613946e+01,-4.093979719716060828e+01,-4.915041275727711678e+01,-5.742771898209930725e+01,-6.558071862754422909e+01,-7.341650503012377271e+01,-8.073994968476193890e+01,-8.735592408638258632e+01,-9.306929972990968736e+01,-9.768494811026708646e+01,-1.010077407223788271e+02,-1.028425490611687110e+02,-1.029942446215607532e+02,-1.012676988984788409e+02,-9.746778338684687526e+01,-9.139936958158882874e+01,-8.286977697742969440e+01,-7.232398812113213182e+01,-6.015781054671372630e+01,-4.489051245927910117e+01,-5.359236070493294335e+01,-4.205479549597514222e+01,-4.488400824716053705e+01,-4.591686772180587184e+01,-4.375634585368188567e+01,-4.855339661316123312e+01,-5.266563024486422506e+01,-4.745366238328259811e+01,-4.994661830767423538e+01,-5.903896193895700151e+01,-4.706068325304262601e+01,-4.113394051807429719e+01,-4.512928344550330451e+01,-4.920102003860046835e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-6.876272239655852658e+00,-7.182715611709851622e+00,-6.008048792911238500e+00,-1.398427387369306629e+01,-1.332543580321670618e+01,-1.630708373284287660e+01,-1.329238831224788697e+01,-1.237425727497833527e+01,-1.738168483659612562e+01,-1.390551759359528816e+01,-1.287173683720730999e+01,-2.322898259526279929e+01,-1.962018556464009578e+01,-2.349575449232570890e+01,-2.083827997679620481e+01,-1.426720512335275970e+01,-1.566474929180999709e+01,-1.768568102232240591e+01,-1.822512059326554379e+01,-1.739582755552212134e+01,-1.548286158340764551e+01,-1.277128235123765521e+01,-9.608658943264146046e+00,-6.647251419604909728e+00,-4.030306491817711390e+00,-1.798667043139659638e+00,6.824043192121265200e-03,1.345323883940513277e+00,2.175989595868418114e+00,2.457978295738711072e+00,2.150447100314278881e+00,1.212553126358006939e+00,-3.965465093672274621e-01,-2.717694690098527932e+00,-6.032061559923806549e+00,-1.064652491740284468e+01,-1.626437497623380324e+01,-2.257575038264938527e+01,-2.903722910467786633e+01,-3.424248334600267185e+01,-3.795414414091016653e+01,-3.870027954541170345e+01,-4.451316790888677843e+01,-4.600659718029392309e+01,-4.747835524361281756e+01,-5.122726121743855998e+01,-4.252443692714627588e+01,-5.083439186562583956e+01,-4.690094466902648662e+01,-4.665942554830394329e+01,-4.554467589486588253e+01,-3.177498317707240005e+01,-4.457197174052944888e+01,-4.100095666107738168e+01,-3.657743578111844585e+01,-5.343835178926537566e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.049774476430956227e+01,-1.064427922288686901e+01,-7.153250538873745512e+00,-5.120755831535423575e+00,-7.730403156541451715e+00,-9.368748983060443791e+00,-1.613483814907289826e+01,-1.020297983569949629e+01,-1.743517632072919099e+01,-2.065646774535150598e+01,-1.837772765142538844e+01,-1.358304466204412186e+01,-1.459575125233716797e+01,-2.403556552579582828e+01,-1.642646148322083377e+01,-2.327420127080234380e+01,-1.922221825048605837e+01,-2.221319599224684893e+01,-2.735719454804787532e+01,-3.077066054396831873e+01,-3.252507458958540099e+01,-3.290549635921462368e+01,-3.219698552717149909e+01,-3.090891849333610253e+01,-2.971370911315912977e+01,-2.867476858226536507e+01,-2.783301744910825803e+01,-2.722937626214140039e+01,-2.690476556981821687e+01,-2.690010592059222816e+01,-2.725631786291688385e+01,-2.801432194524574015e+01,-2.921488114818171766e+01,-3.083226804129487064e+01,-3.269307810460576036e+01,-3.460483701565256354e+01,-3.637507045197337874e+01,-3.781249398149489593e+01,-3.885720914265984050e+01,-3.959013986455194356e+01,-4.009709078389234804e+01,-4.046386653740225370e+01,-4.242952426720770376e+01,-7.591082711200887445e+01,-6.011888742643662198e+01,-4.754481366660611741e+01,-4.577574437748671699e+01,-4.043670055459199375e+01,-4.481572689343684601e+01,-2.773168833104781328e+01,-4.523869609072897191e+01,-4.130365395548338370e+01,-4.298863914699754929e+01,-4.679668726480911545e+01,-4.440246154507540410e+01,-4.688820769417719703e+01,-4.887288768087017843e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.468163677606364281e+01,-8.624123992990986309e+00,-4.954146630269560703e+00,-4.267226069713681902e+00,-3.601266632832129666e+00,-4.811178570051342973e+00,-7.873708879454170528e+00,-6.404177401113020807e+00,-7.306223553500270640e+00,-1.015228560495096310e+01,-1.176454937916121501e+01,-9.206738414723803388e+00,-6.600695841358271920e+00,-1.636594690493792825e+01,-2.015527617661210513e+01,-1.758629491937538702e+01,-1.899557197341491488e+01,-2.426339710396958438e+01,-3.326676328690848550e+01,-4.152276690036825357e+01,-4.909916028928709864e+01,-5.599805407042544658e+01,-6.222155886054382279e+01,-6.777178527640275263e+01,-7.265084393476251989e+01,-7.686084545238378496e+01,-8.040390044602695241e+01,-8.328211953245239840e+01,-8.549761332842074069e+01,-8.705249245069239805e+01,-8.794886751602784614e+01,-8.818884914118748952e+01,-8.777454794293180385e+01,-8.670807453802140685e+01,-8.499153954321660365e+01,-8.262705357527791250e+01,-7.961672725096583747e+01,-7.596267118704086840e+01,-7.166699600026333883e+01,-6.673181230739386649e+01,-6.116024135644680371e+01,-5.510158530810780064e+01,-4.902232899884804596e+01,-4.215538109528749544e+01,-5.300444620041550792e+01,-4.168779020927743773e+01,-4.676034551865238598e+01,-5.381303124930891357e+01,-4.200927949122297633e+01,-6.109557698766960243e+01,-4.622041143829713405e+01,-4.084532069160325563e+01,-4.188511348382573374e+01,-4.024208653826984516e+01,-4.352050577664707021e+01,-4.838627673803843976e+01,-4.521411542218015001e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.847400411737873682e+01,-5.336183038505365239e+00,-4.200744138788780724e+00,-3.342218042136203326e+00,-2.041174083812192119e+00,-5.245071820683730124e+00,-5.094789340684385159e+00,-4.873412724929860218e+00,-5.123835053010656893e+00,-4.834851266974553141e+00,-7.471209077515098329e+00,-7.946679973507139394e+00,-1.236413233711483350e+01,-1.592548523371421787e+01,-1.447340205416631420e+01,-2.522101687524484603e+01,-1.930442101276826250e+01,-2.479077024741021162e+01,-3.329573456089638483e+01,-4.175862364253173098e+01,-4.960613158398717815e+01,-5.682945887783125016e+01,-6.339091138169894890e+01,-6.928041841336836626e+01,-7.450009058959984998e+01,-7.905203852715401069e+01,-8.293837284279119615e+01,-8.616120415327196724e+01,-8.872264307535674277e+01,-9.062480022580601258e+01,-9.186978622138026651e+01,-9.245971167883996600e+01,-9.239668721494548720e+01,-9.168282344645739101e+01,-9.032023099013622414e+01,-8.835556557488453677e+01,-8.591629628240315242e+01,-8.305587187059633436e+01,-7.982437357784101550e+01,-7.704534278455790286e+01,-7.411836548664687996e+01,-7.418867893435766803e+01,-6.764701984185066408e+01,-5.388578250256851021e+01,-4.887163702241239349e+01,-4.434540377814310830e+01,-4.927216347836948529e+01,-4.832159071475300038e+01,-4.826401693071645127e+01,-4.660792830535886822e+01,-4.325496679826728297e+01,-4.288134551924488136e+01,-4.207498047412578046e+01,-3.959367556348858130e+01,-5.134750083678221699e+01,-5.189678693805287679e+01,-7.368766931909121354e+01,-7.074911792746873118e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.186633335938216760e+01,-3.403421330085456109e+00,-6.988284574215183120e+00,-8.726941166983321452e+00,-4.770589778736844977e+00,-7.237707235053024490e+00,-5.167801659236634038e+00,-6.509721446190837923e+00,-6.803249519475156326e+00,-1.049355279465200397e+01,-9.798479959247888615e+00,-1.077770142620105887e+01,-1.327913942961299298e+01,-1.884733579904869316e+01,-1.633811967685377553e+01,-1.929613921469192661e+01,-2.389030800520317044e+01,-2.610386829364146877e+01,-3.353475368950171287e+01,-4.205229400166501819e+01,-4.995260934554185894e+01,-5.722905733973518494e+01,-6.387499560284802413e+01,-6.988378175348343291e+01,-7.524876315639605195e+01,-7.995622567261196423e+01,-8.399940746897215149e+01,-8.738041916223711780e+01,-9.010137136916725353e+01,-9.216989558031612262e+01,-9.364493984009666860e+01,-9.458213838463886702e+01,-9.503157245231957972e+01,-9.504332328151602383e+01,-9.466747211060511802e+01,-9.395410017796383784e+01,-9.356423053271190327e+01,-9.391389029651203657e+01,-9.264204773752337019e+01,-9.726455719114478882e+01,-1.021178215858843998e+02,-1.001126516378557767e+02,-9.015516362751938573e+01,-7.021949052022856108e+01,-4.364287445611829952e+01,-4.843830224480272051e+01,-5.935799284674617837e+01,-4.506075816378441345e+01,-4.854619372306878944e+01,-5.171891162336365966e+01,-5.550556375423645505e+01,-4.550833417841953121e+01,-3.974873307049056592e+01,-4.144058107898404586e+01,-4.643544146608776657e+01,-4.800501900222409546e+01,-3.891263330923452912e+01,-7.800034928224050645e+01,0.000000000000000000e+00,0.000000000000000000e+00
-2.485011107320122647e+01,-1.766602243536392169e+00,-7.524887668512317163e+00,-1.522213967468907470e+01,-1.285979898436830382e+01,-1.043330980755116855e+01,-1.023635878596709148e+01,-6.704683989144792022e+00,-9.196718430413055145e+00,-1.119990271838198481e+01,-1.133944739697915693e+01,-1.357576452202608053e+01,-9.840206372573288007e+00,-1.357520664693661416e+01,-2.226966499384673526e+01,-1.986033644157595290e+01,-2.513126163199341789e+01,-2.815445572477930369e+01,-3.368228116984401055e+01,-4.218221155349069562e+01,-5.006307314074437187e+01,-5.731822355020799620e+01,-6.394102040048456814e+01,-6.992482131017716540e+01,-7.526298389788884435e+01,-7.994893568849221310e+01,-8.401531730637981354e+01,-8.752732508987013205e+01,-9.053504027734010151e+01,-9.308854410716675432e+01,-9.523791781772719389e+01,-9.703324264739832472e+01,-9.852459983455719339e+01,-1.001537543435001112e+02,-1.031028962822099118e+02,-1.056894096626228219e+02,-1.060688113127491619e+02,-1.127169996725087344e+02,-1.235297934360909267e+02,-1.317267331316244565e+02,-1.333582505701015464e+02,-1.273949540199368329e+02,-1.128074517495450380e+02,-8.856635202734075563e+01,-5.047475140619270917e+01,-4.368484864690945102e+01,-5.751348206820172493e+01,-4.845028063631753668e+01,-4.397200445578368289e+01,-3.787550670418584531e+01,-5.517340939692030588e+01,-4.553791165025526766e+01,-4.223060382135118118e+01,-5.251504386059383478e+01,-5.449872719934754883e+01,-4.102497346735123074e+01,-1.589187459352825549e+01,-8.500461263194836192e+01,0.000000000000000000e+00,0.000000000000000000e+00
