2.8,2.8,2,2.8,1.2,2.8,0.4,2.8
2.8,2.8,2,2.8,1.2,2.8,0.4,2.8
2.8,2.8,2,2.8,1.2,2.8,0.4,2.8
2.8,2.8,2,2.8,1.2,2.8,0.4,2.8
2.8,2.8,2,2.8,1.2,2.8,0.4,2.8
2.792162887,2.60015361,2,2.6,1.2,2.6,0.311968557,2.620415855
2.784176018,2.400313149,1.999852688,2.400000054,1.195869199,2.400042663,0.22043099,2.442593264
2.776015851,2.200479689,1.999430403,2.2000005,1.187677017,2.200210513,0.12552657,2.266544546
2.76764986,2.00065474,1.998565789,2.000002369,1.175363256,2.000589945,0.027310543,2.092321666
2.759031965,1.800840497,1.997037388,1.800008209,1.158742841,1.801281737,-0.074239956,1.920021068
2.750094928,1.601040273,1.994546508,1.600023721,1.137493643,1.602413762,-0.179229047,1.749793894
2.740737071,1.401259316,1.990678765,1.400061123,1.111126302,1.404159472,-0.287855099,1.581864204
2.730797492,1.201506457,1.984836821,1.200146462,1.078928865,1.206768173,-0.400437169,1.416560612
2.720005853,1.001797818,1.97611462,1.000336744,1.03987008,1.010619221,-0.517463167,1.254372709
2.707868504,0.802166446,1.963040104,0.800764559,0.992427608,0.816327657,-0.639677672,1.096057786
2.693364421,0.60269306,1.942978608,0.601773262,0.934268688,0.624970556,-0.768249783,0.942861141
2.673888419,0.403643606,1.910461141,0.404434431,0.861622536,0.438630715,-0.905119915,0.79703053
2.646005696,0.246311643,1.850694001,0.213573516,0.768022702,0.261884933,-1.053789812,0.663249882
2.620923828,0.387901205,1.780852334,0.026164494,0.642689001,0.106027745,-1.221223809,0.553861325
2.571635319,0.581732686,1.802697426,-0.172638907,0.477174263,-0.006243675,-1.371036748,0.526368681
2.495238752,0.766566569,1.827283095,-0.371122016,0.32424968,-0.135139259,-1.423859859,0.604335088
2.395763601,0.940073613,1.848995486,-0.569939953,0.212481278,-0.300994089,-1.412604887,0.788210276
2.279341899,1.102695836,1.871513687,-0.768668237,0.093508813,-0.461759609,-1.367015444,0.982944974
2.149625885,1.254925123,1.8926749,-0.967545594,-0.043914475,-0.607069072,-1.309264697,1.174425655
2.006671379,1.394796525,1.905438059,-1.167137933,-0.196031242,-0.736917019,-1.245124855,1.363861873
1.847166351,1.515453668,1.892996546,-1.247595427,-0.36173826,-0.848904447,-1.182671099,1.540413168
1.692968622,1.596552574,1.86890759,-1.227391106,-0.539594953,-0.940375737,-1.165846598,1.606285105
1.639941599,1.610904621,1.834942414,-1.184249893,-0.723683508,-1.018551206,-1.17518454,1.627343216
1.613298481,1.614790987,1.787529186,-1.156387178,-0.912133281,-1.085533913,-1.172371307,1.634189826
1.601147314,1.615608038,1.730681366,-1.1402652,-1.011281748,-1.110653124,-1.161094929,1.632856874
1.601235954,1.618124609,1.689615905,-1.132993532,-1.058751165,-1.118403876,-1.152133526,1.630074998
1.605698434,1.620571123,1.664683,-1.129590202,-1.085024781,-1.121435267,-1.145321686,1.628191062
1.610499523,1.622236372,1.649671019,-1.127765376,-1.100300129,-1.12286018,-1.13984012,1.627035861
1.614534695,1.623275797,1.640541906,-1.126710792,-1.109470403,-1.123640669,-1.135587458,1.626325299
1.617626642,1.623913899,1.634907933,-1.126077275,-1.115104309,-1.124111741,-1.132419813,1.625875444
1.619886203,1.624307991,1.631379469,-1.125687502,-1.118627937,-1.124411599,-1.130132168,1.625583131
1.621491429,1.624554474,1.629140701,-1.125443402,-1.120863195,-1.124607752,-1.128516041,1.625389981
1.622611083,1.62471069,1.627704671,-1.12528834,-1.122297253,-1.124737803,-1.127392018,1.625261202
1.623382354,1.624810863,1.626775385,-1.125188701,-1.123225532,-1.124824573,-1.126618954,1.625174986
1.623909002,1.624875715,1.626169806,-1.12512409,-1.123830622,-1.124882621,-1.126091556,1.625117183
2.04261914,1.861843867,2.017142934,-1.649635444,-1.431663518,-1.530736159,-1.314163518,2.003236159
2.074131609,1.848249188,2.05294518,-1.641149193,-1.4225,-1.5075,-1.33955482,2.021149193
2.112142934,1.845364556,2.078336482,-1.623236159,-1.431663518,-1.484263841,-1.375357066,2.029635444
2.14794518,1.853850807,2.0875,-1.6,-1.45705482,-1.466350807,-1.413368391,2.026750812
2.173336482,1.871763841,2.078336482,-1.576763841,-1.492857066,-1.457864556,-1.44488086,2.013156133
2.1825,1.895,2.05294518,-1.558850807,-1.530868391,-1.460749188,-1.462675345,1.991965783
2.173336482,1.918236159,2.017142934,-1.550364556,-1.56238086,-1.474343867,-1.462675345,1.968034217
2.14794518,1.936149193,1.979131609,-1.553249188,-1.580175345,-1.495534217,-1.44488086,1.946843867
2.121785869,1.994270887,1.88773828,-1.533687734,-1.657850691,-1.531431566,-1.441736782,1.886498376
2.045763218,1.988501624,1.852149309,-1.576068434,-1.62226172,-1.573812266,-1.365714131,1.880729113
1.98273828,1.961312266,1.852149309,-1.623931566,-1.559236782,-1.601001624,-1.294109641,1.897701613
1.947149309,1.918931566,1.88773828,-1.666312266,-1.483214131,-1.606770887,-1.243327036,1.933527683
1.947149309,1.871068434,1.950763218,-1.693501624,-1.411609641,-1.589798387,-1.225,1.98
1.98273828,1.828687734,2.026785869,-1.699270887,-1.360827036,-1.553972317,-1.243327036,2.026472317
2.045763218,1.801498376,2.098390359,-1.682298387,-1.3425,-1.5075,-1.294109641,2.062298387
2.121785869,1.795729113,2.149172964,-1.646472317,-1.360827036,-1.461027683,-1.365714131,2.079270887
2.193390359,1.812701613,2.1675,-1.6,-1.411609641,-1.425201613,-1.441736782,2.073501624
2.244172964,1.848527683,2.149172964,-1.553527683,-1.483214131,-1.408229113,-1.50476172,2.046312266
2.2625,1.895,2.098390359,-1.517701613,-1.559236782,-1.413998376,-1.540350691,2.003931566
2.244172964,1.941472317,2.026785869,-1.500729113,-1.62226172,-1.441187734,-1.540350691,1.956068434
2.193390359,1.977298387,1.950763218,-1.506498376,-1.657850691,-1.483568434,-1.50476172,1.913687734
2.131428803,2.043906331,1.82785742,-1.500531601,-1.735526036,-1.54339735,-1.470105173,1.839747564
2.017394827,2.035252436,1.774473964,-1.56410265,-1.68214258,-1.606968399,-1.356071197,1.831093669
1.92285742,1.994468399,1.774473964,-1.63589735,-1.587605173,-1.647752436,-1.248664461,1.85655242
1.869473964,1.93089735,1.82785742,-1.699468399,-1.473571197,-1.656406331,-1.172490554,1.910291524
1.869473964,1.85910265,1.922394827,-1.740252436,-1.366164461,-1.63094758,-1.145,1.98
1.92285742,1.795531601,2.036428803,-1.748906331,-1.289990554,-1.577208476,-1.172490554,2.049708476
2.017394827,1.754747564,2.143835539,-1.72344758,-1.2625,-1.5075,-1.248664461,2.10344758
2.131428803,1.746093669,2.220009446,-1.669708476,-1.289990554,-1.437791524,-1.356071197,2.128906331
2.238835539,1.77155242,2.2475,-1.6,-1.366164461,-1.38405242,-1.470105173,2.120252436
2.315009446,1.825291524,2.220009446,-1.530291524,-1.473571197,-1.358593669,-1.56464258,2.079468399
2.3425,1.895,2.143835539,-1.47655242,-1.587605173,-1.367247564,-1.618026036,2.01589735
2.315009446,1.964708476,2.036428803,-1.451093669,-1.68214258,-1.408031601,-1.618026036,1.94410265
2.238835539,2.01844758,1.922394827,-1.459747564,-1.735526036,-1.47160265,-1.56464258,1.880531601
2.141071738,2.093541775,1.767976561,-1.467375468,-1.813201382,-1.555363133,-1.498473564,1.792996751
1.989026436,2.082003249,1.696798618,-1.552136867,-1.742023439,-1.640124532,-1.346428262,1.781458225
1.862976561,2.027624532,1.696798618,-1.647863133,-1.615973564,-1.694503249,-1.203219281,1.815403227
1.791798618,1.942863133,1.767976561,-1.732624532,-1.463928262,-1.706041775,-1.101654072,1.887055366
1.791798618,1.847136867,1.894026436,-1.787003249,-1.320719281,-1.672096773,-1.065,1.98
1.862976561,1.762375468,2.046071738,-1.798541775,-1.219154072,-1.600444634,-1.101654072,2.072944634
1.989026436,1.707996751,2.189280719,-1.764596773,-1.1825,-1.5075,-1.203219281,2.144596773
2.141071738,1.696458225,2.290845928,-1.692944634,-1.219154072,-1.414555366,-1.346428262,2.178541775
2.284280719,1.730403227,2.3275,-1.6,-1.320719281,-1.342903227,-1.498473564,2.167003249
2.385845928,1.802055366,2.290845928,-1.507055366,-1.463928262,-1.308958225,-1.624523439,2.112624532
2.4225,1.895,2.189280719,-1.435403227,-1.615973564,-1.320496751,-1.695701382,2.027863133
2.385845928,1.987944634,2.046071738,-1.401458225,-1.742023439,-1.374875468,-1.695701382,1.932136867
2.284280719,2.059596773,1.894026436,-1.412996751,-1.813201382,-1.459636867,-1.624523439,1.847375468
2.150714672,2.143177219,1.708095701,-1.434219335,-1.890876727,-1.567328916,-1.526841955,1.746245939
1.960658045,2.128754061,1.619123273,-1.540171084,-1.801904299,-1.673280665,-1.336785328,1.731822781
1.803095701,2.060780665,1.619123273,-1.659828916,-1.644341955,-1.741254061,-1.157774101,1.774254034
1.714123273,1.954828916,1.708095701,-1.765780665,-1.454285328,-1.755677219,-1.03081759,1.863819207
1.714123273,1.835171084,1.865658045,-1.833754061,-1.275274101,-1.713245966,-0.985,1.98
1.803095701,1.729219335,2.055714672,-1.848177219,-1.14831759,-1.623680793,-1.03081759,2.096180793
1.960658045,1.661245939,2.234725899,-1.805745966,-1.1025,-1.5075,-1.157774101,2.185745966
2.150714672,1.646822781,2.36168241,-1.716180793,-1.14831759,-1.391319207,-1.336785328,2.228177219
2.329725899,1.689254034,2.4075,-1.6,-1.275274101,-1.301754034,-1.526841955,2.213754061
2.45668241,1.778819207,2.36168241,-1.483819207,-1.454285328,-1.259322781,-1.684404299,2.145780665
2.5025,1.895,2.234725899,-1.394254034,-1.644341955,-1.273745939,-1.773376727,2.039828916
2.45668241,2.011180793,2.055714672,-1.351822781,-1.801904299,-1.341719335,-1.773376727,1.920171084
2.329725899,2.100745966,1.865658045,-1.366245939,-1.890876727,-1.447671084,-1.684404299,1.814219335
2.160357607,2.192812662,1.648214841,-1.401063203,-1.968552072,-1.579294699,-1.555210346,1.699495127
1.932289654,2.175504873,1.541447928,-1.528205301,-1.861785159,-1.706436797,-1.327142393,1.682187338
1.743214841,2.093936797,1.541447928,-1.671794699,-1.672710346,-1.788004873,-1.112328922,1.73310484
1.636447928,1.966794699,1.648214841,-1.798936797,-1.444642393,-1.805312662,-0.959981108,1.840583048
1.636447928,1.823205301,1.837289654,-1.880504873,-1.229828922,-1.75439516,-0.905,1.98
1.743214841,1.696063203,2.065357607,-1.897812662,-1.077481108,-1.646916952,-0.959981108,2.119416952
1.932289654,1.614495127,2.280171078,-1.84689516,-1.0225,-1.5075,-1.112328922,2.22689516
2.160357607,1.597187338,2.432518892,-1.739416952,-1.077481108,-1.368083048,-1.327142393,2.277812662
2.375171078,1.64810484,2.4875,-1.6,-1.229828922,-1.26060484,-1.555210346,2.260504873
2.527518892,1.755583048,2.432518892,-1.460583048,-1.444642393,-1.209687338,-1.744285159,2.178936797
2.5825,1.895,2.280171078,-1.35310484,-1.672710346,-1.226995127,-1.851052072,2.051794699
